pnum,stntype,stnstatus,opstatus,sitecity,sitestate,region,lat,lon,elev,project,networks,multi_types,is_realtime,mean_latency_last_hour,mean_latency_last_day,data_complete_last_day,data_complete_last_hour,status
KMBR,GPS,Installed,Operable,,,noUS,-1.8273615310810822,29.292585374001366,1471.763218313824,PI,PI,GPS,1,-1,-1,99,100,OK
KMJP,GPS,Installed,Operable,"NE Greenland National Park",Greenland,Arct,83.64323831222542,-33.37708836694782,85.14101941127382,Polar,Polar,GPS,0,,,,,OK
KMOR,GPS,Installed,Operable,na,"Washington Land",Arct,81.25271511527058,-63.52740794213645,203.33411992147288,Polar,Polar,GPS,0,,,,,OK
KROT,GPS,Installed,Operable,Crotone,Calabria,noUS,39.08003333,17.12511667,24,Other,Other,GPS,0,,,,,"Status Unavailable"
KSNB,GPS,Installed,Operable,Sermersooq,Greenland,Arct,66.86328114315877,-35.57631841019162,1721.0150290136762,Polar,Polar,GPS,0,,,,,OK
KSU1,GPS,Installed,Operable,Manhattan,KS,East,39.10075001322622,-96.60948255484442,325.59549231654125,PBO,"NOTA, PBO",GPS,1,0,1,98,79,OK
KTBW,GPS,Installed,Operable,Bremerton,WA,NW,47.54731897205412,-122.79541904605344,491.57848232518467,PBO,"NOTA, PBO",GPS,1,6,1,100,100,OK
KUAH,GPS,Installed,Operable,Na’alehu,Hawaii,N/A,19.051218,-155.5765604,206.2,PI,PI,GPS,1,84,88,99,100,"Status Unavailable"
KUAQ,GPS,Installed,Operable,Sermersooq,Greenland,Arct,68.58700008981741,-33.05274969664583,865.168375096718,Polar,Polar,GPS,0,,,,,OK
KUGE,GPS,Installed,Operable,Dhulikhel,,noUS,27.61842,85.53854,1511,Other,Other,GPS,1,-1,-1,0,0,OK
KULL,GPS,Installed,Operable,Kullorsuaq,Greenland,Arct,74.58062513588854,-57.227062270268505,94.06863876019398,Polar,Polar,GPS,0,,,,,"Status Unavailable"
KULU,GPS,Installed,Operable,Kulusuk,Greenland,Arct,65.57933603049455,-37.14936023871297,67.55552504385138,Polar,Polar,GPS,0,,,,,"Status Unavailable"
KUPR,GPS,Installed,Operable,,Alaska,AK,55.59127520616035,-159.68819940557947,341.564727156002,PI,PI,GPS,0,,,,,OK
KVTX,GPS,Installed,Operable,Kingsville,TX,East,27.545950576568213,-97.89288409056707,-2.6141570319440723,PBO,"NOTA, PBO","GPS, Meteorological Stations",1,89,92,99,100,OK
LA02,GPS,Installed,Operable,"Whillans Ice Stream",Antarctica,AntA,-84.639484449,-150.104572645,114.618,Polar,Polar,GPS,0,,,,,"Status Unavailable"
LA06,GPS,Installed,Operable,,,AntA,-84.376532,-154.142937,107.2,Polar,Polar,GPS,0,,,,,"Status Unavailable"
LA07,GPS,Installed,Operable,,,AntA,-84.601457,-154.436079,73.5,Polar,Polar,GPS,0,,,,,"Status Unavailable"
LA09,GPS,Installed,Operable,"Whillans Ice Stream",Antarctica,AntA,-84.247467895,-153.640932747,89.816,Polar,Polar,GPS,0,,,,,"Status Unavailable"
LA10,GPS,Installed,Operable,,,AntA,-84.3283,-158.219617,63.2,Polar,Polar,GPS,0,,,,,"Status Unavailable"
LA14,GPS,Installed,Operable,,,AntA,-84.484334,-157.593739,71.1,Polar,Polar,GPS,0,,,,,"Status Unavailable"
LA16,GPS,Installed,Operable,,,AntA,-84.533002,-159.912484,85.7,Polar,Polar,GPS,0,,,,,"Status Unavailable"
LAFE,GPS,Installed,Operable,Paquera,Puntarenas,noUS,9.807062483144184,-84.96028253078595,65.31199978318473,PI,PI,GPS,0,,,,,OK
LAGO,GPS,Installed,Operable,,,N/A,-47.21214,-73.26173,436,Other,Other,GPS,0,,,,,"Status Unavailable"
LAND,GPS,Installed,Operable,Parkfield,CA,N/A,35.89979361084561,-120.4732891797895,568.5846538002488,PBO,"NOTA Affiliated, PBO",GPS,0,,,,,"Status Unavailable"
LAPC,GPS,Installed,Operable,"Woodland Hills",CA,SW,34.18192469555455,-118.57465649565083,207.83598580594057,PBO,"NOTA, PBO",GPS,1,63,70,100,100,OK
LBC1,GPS,Installed,Operable,"Los Angeles",California,SW,33.83207259192188,-118.13718905550436,-21.959863483262026,USGS,,GPS,1,-1,-1,0,0,OK
LBCH,GPS,Installed,Operable,"Long Beach",California,SW,33.787772977058744,-118.20334941953246,-27.546438534441517,USGS,,GPS,1,-1,-1,100,100,OK
LBEG,GPS,Installed,Operable,Antarctica,Antarctica,AntA,-77.71354,162.44882,13.7,Polar,Polar,GPS,0,,,,,"Status Unavailable"
LBIB,GPS,Installed,Operable,"NE Greenland National Park",Greenland,Arct,75.89380909201748,-23.8529458900245,1483.4804272324343,Polar,Polar,GPS,0,,,,,OK
LBWG,GPS,Installed,Operable,Antarctica,Antarctica,AntA,-77.72007,162.29891,13.3,Polar,Polar,GPS,0,,,,,"Status Unavailable"
LCEC,GPS,Installed,Operable,"La Concordia",,noUS,0.0173,-79.3692,238,Other,Other,GPS,0,,,,,"Status Unavailable"
LCHS,GPS,Installed,Operable,Tiptonville,Tennessee,N/A,36.37641851729268,-89.47211913468061,63.1723662940178,PI,PI,GPS,0,,,,,OK
LCSB,GPS,Installed,Operable,"Little Cayman",,Coco,19.667561211135407,-80.08208779314498,-8.177214491761966,COCONet,"NOTA Affiliated, COCONet","GPS, Meteorological Stations",0,,,,,"Status Unavailable"
LDES,GPS,Installed,Operable,Landers,CA,SW,34.26734001361069,-116.43280628052804,978.1152250343974,PBO,"NOTA, PBO",GPS,1,299,451,99,100,OK
LDSW,GPS,Installed,Operable,Ludlow,CA,SW,34.699426093197005,-116.20914446767028,640.9814266525984,PBO,"NOTA, PBO",GPS,1,-1,-1,100,100,OK
LEE2,GPS,Installed,Operable,"Mt Lee #2 (Hollywood Sign)",California,SW,34.1346,-118.3218,484.873,USGS,,GPS,1,-1,-1,0,0,OK
LEFN,GPS,Installed,Operable,"NE Greenland National Park",Greenland,Arct,80.45668355277681,-26.293464810655166,692.1097903268528,Polar,Polar,GPS,0,,,,,OK
LEHG,GPS,Installed,Operable,"Mount Erebus",Antarctica,AntA,-77.510662943,167.14107444,3346.1868,Polar,Polar,GPS,0,,,,,"Status Unavailable"
LEME,GPS,Installed,Operable,Leon,Leon,N/A,12.427432812653514,-86.90948022316223,78.21206652916996,PI,PI,GPS,1,-1,-1,100,100,"Status Unavailable"
LEPA,GPS,Installed,Operable,Lepanto,Puntarenas,noUS,9.94537471871859,-85.03119412823469,20.984075591987143,PI,PI,GPS,0,,,,,OK
LEWI,GPS,Installed,Operable,"Mt. Lewis",NV,East,40.40351154624177,-116.86187551954612,2916.7184615109923,PBO,"NOTA, PBO",GPS,1,86,58,99,100,OK
LFLG,GPS,Installed,Operable,Antarctica,Antarctica,AntA,-77.61021,163.14672,-34.5,Polar,Polar,GPS,0,,,,,"Status Unavailable"
LFRL,GPS,Installed,Operable,McMurdo,,AntA,-77.6053,163.1217,-30.4,Polar,Polar,GPS,0,,,,,"Status Unavailable"
LFRS,GPS,Installed,Operable,"Beverly Hills",CA,SW,34.09507288252241,-118.41283115011078,146.92884105839894,PBO,"NOTA, PBO",GPS,1,59,109,100,100,OK
LGC1,GPS,Installed,Operable,Houston,Texas,N/A,30.044596,-94.074547,-12.8,Other,Other,GPS,0,,,,,"Status Unavailable"
LGNE,GPS,Installed,Operable,Leogane,Ouest,Coco,18.507510283727996,-72.63079151314054,2.4564807502379544,COCONet,"NOTA Affiliated, COCONet",GPS,0,,,,,"Status Unavailable"
LGWD,GPS,Installed,Operable,"Laguna Woods",CA,SW,33.64059788050658,-117.76445463737903,88.7178543000318,"SoCal Edison","NOTA, SoCal Edison",GPS,1,272,293,100,100,OK
LHOE,GPS,Installed,Operable,"Kukri Hills",Antarctica,AntA,-77.623131,162.901319,29.04,Polar,Polar,GPS,0,,,,,"Status Unavailable"
LHRG,GPS,Installed,Operable,Antarctica,Antarctica,AntA,-77.62743,162.91024,22.7,Polar,Polar,GPS,0,,,,,"Status Unavailable"
LIA1,GPS,Installed,Operable,Waskish,MN,N/A,48.26464888,-94.69125413,337.1949,Other,Other,GPS,0,,,,,"Status Unavailable"
LIA2,GPS,Installed,Operable,Waskish,MN,N/A,48.26485475,-94.69130465,337.1983,Other,Other,GPS,0,,,,,"Status Unavailable"
LIEC,GPS,Installed,Operable,Lita,Imbabura,noUS,0.7946,-78.36,1227.9,Other,Other,GPS,0,,,,,"Status Unavailable"
LINJ,GPS,Installed,Operable,"Lancaster Injection Well",California,SW,34.66202333198269,-118.13920479679436,721.2406599999999,USGS,,GPS,1,-1,-1,0,0,"Status Unavailable"
LITT,GPS,Installed,Operable,,NV,N/A,36.74587203459719,-116.30824115285733,1056.5148971366564,PI,PI,GPS,0,,,,,OK
LJRN,GPS,Installed,Operable,"Frazier Park",California,SW,34.80752494422938,-118.86774558399574,1422.4870729885747,USGS,,GPS,1,-1,-1,99,100,OK
LKCP,GPS,Installed,Operable,Sultan,WA,NW,47.944378782348316,-121.83085447620505,178.29390020791084,PBO,"NOTA, PBO",GPS,1,-1,1149,56,64,"Status Unavailable"
LKHG,GPS,Installed,Operable,"Santa Ysabel",California,SW,33.23600761182629,-116.75876849082704,823.2954708419818,USGS,,GPS,1,-1,-1,100,100,OK
LKON,GPS,Installed,Operable,,Alaska,AK,55.01799396579434,-159.40937164134542,340.57899710072604,PI,PI,GPS,0,,,,,OK
LKWY,GPS,Installed,Operable,Lake,WY,East,44.565075366612774,-110.40022265780547,2424.420526396998,PBO,"NOTA, PBO",GPS,1,61,144,100,100,OK
LL01,GPS,Installed,Operable,"Llano Zero 1",California,SW,34.485459516294746,-117.83495980362531,1005.3470999097112,USGS,,GPS,1,-1,-1,100,100,OK
LLAS,GPS,Installed,Operable,Palmdale,California,SW,34.585976473071426,-117.83793532317432,812.5031713819628,USGS,,GPS,1,-1,-1,100,100,OK
LMEC,GPS,Installed,Operable,"La Mana",,noUS,-0.9469,-79.2794,173,Other,Other,GPS,0,,,,,"Status Unavailable"
LMHG,GPS,Installed,Operable,"Lake Elsinore ",California,SW,33.74420200009316,-117.39128761493828,464.5497931539601,USGS,,GPS,1,-1,-1,99,100,OK
LMHS,GPS,Installed,Operable,"Las Ovejas ",Mendoza,N/A,-37.02408,-70.75178,1302,Other,Other,GPS,0,,,,,"Status Unavailable"
LMJG,GPS,Installed,Operable,Lamjung,,noUS,28.173889,84.573056,2027,Other,Other,GPS,0,,,,,"Status Unavailable"
LMNL,GPS,Installed,Operable,Limonal,N/A,noUS,10.267508642655034,-85.05333199982806,102.96725199098069,PI,PI,GPS,0,,,,,OK
LMRG,GPS,Installed,Operable,Antarctica,Antarctica,AntA,-78.09681,163.85164,108.6,Polar,Polar,GPS,0,,,,,"Status Unavailable"
LMSG,GPS,Installed,Operable,"Gavilan Heights",California,SW,33.81740128673518,-117.44507503580533,413.12356428806163,USGS,,GPS,1,-1,-1,0,0,OK
LMUT,GPS,Installed,Operable,"Eagle Mountain",UT,East,40.2614194432567,-111.92831690633392,2312.0055789929283,PBO,"NOTA, PBO",GPS,1,-1,-1,77,100,OK
LNMT,GPS,Installed,Operable,Barstow,CA,SW,35.09020204787297,-116.93965480581707,1345.3223539038968,PBO,"NOTA, PBO",GPS,1,1188,1181,100,100,OK
LNSY,GPS,Installed,Operable,,,AntA,-73.602187,-103.036086,26,Polar,Polar,GPS,0,,,,,OK
LNTK,GPS,Installed,Operable,Antarctica,Antarctica,AntA,-74.83516,-73.90322,1191,Polar,Polar,"GPS, Meteorological Stations",0,,,,,"Status Unavailable"
LOMP,GPS,Installed,Operable,Lompoc,California,SW,34.690922,-120.446583,63.5,USGS,,GPS,1,-1,-1,100,100,OK
LONG,GPS,Installed,Operable,Irwindale,California,SW,34.11190205335102,-118.00341594053091,74.28388725688191,USGS,,GPS,1,-1,-1,99,100,OK
LORS,GPS,Installed,Operable,"La Verne",CA,SW,34.13332907053134,-117.7540752719672,448.9122745600007,PBO,"NOTA, PBO",GPS,1,1489,1488,53,0,OK
LOWS,GPS,Installed,Operable,Parkfield,CA,N/A,35.828712399939604,-120.59428984920314,428.6724893955787,PBO,"NOTA Affiliated, PBO",GPS,0,,,,,"Status Unavailable"
LPCG,GPS,Installed,Operable,Wrightwood,California,SW,34.31486482752655,-117.54636687706875,1315.2936735643093,USGS,,GPS,1,-1,-1,0,0,"Status Unavailable"
LPHS,GPS,Installed,Operable,"La Puente",California,SW,34.02677182252353,-117.95672582863256,68.50137276665936,USGS,,GPS,1,-1,-1,100,100,OK
LPLY,GPS,Installed,Operable,Antarctica,Antarctica,AntA,-73.111118,-90.299207,156.1,Polar,Polar,"GPS, Meteorological Stations",0,,,,,OK
LRRG,GPS,Installed,Operable,Palmdale,California,SW,34.527060574161766,-118.02999193386697,875.0403675873797,USGS,,GPS,1,-1,-1,99,100,OK
LTHW,GPS,Installed,Operable,"Marie Byrd Land",Antarctica,AntA,-76.4583,-107.782,1013,Polar,Polar,"GPS, Meteorological Stations",0,,,,,OK
LTO1,GPS,Installed,Operable,,,noUS,26.01067832,-111.34026095,-25.7,Other,Other,GPS,0,,,,,"Status Unavailable"
LTUT,GPS,Installed,Operable,"Brigham City",UT,East,41.5920975243968,-112.24684040859896,1564.967376091376,PBO,"NOTA, PBO",GPS,1,-1,-1,98,100,OK
LVEG,GPS,Installed,Operable,"La Vega",,Coco,19.22271617527106,-70.53108636497149,78.59722581317425,COCONet,"NOTA, COCONet","GPS, Meteorological Stations",1,329,311,99,99,OK
LVFP,GPS,Installed,Operable,"La Parguera",,N/A,17.9811,-67.0082,-19.311,PI,PI,GPS,1,297,285,100,100,OK
LVLP,GPS,Installed,Operable,"La Parguera",,N/A,18.014868,-66.980141,-35.407,PI,PI,GPS,1,202,215,98,100,"Status Unavailable"
LVMS,GPS,Installed,Operable,"Lockwood Valley",California,SW,34.73360755547154,-119.10369132947352,1543.1041380958097,USGS,,GPS,1,-1,-1,100,100,OK
LYNS,GPS,Installed,Operable,Sermersooq,Greenland,Arct,64.43048166202193,-40.198055926805694,174.08825342243318,Polar,Polar,GPS,0,,,,,OK
MACC,GPS,Installed,Operable,"Park Hills",Missouri,N/A,37.845082872529964,-90.48453784243401,220.00278016659718,PI,PI,GPS,0,,,,,OK
MACZ,GPS,Installed,Operable,Antarctica,Antarctica,AntA,-77.53255,167.24664,3279,Polar,Polar,GPS,0,,,,,"Status Unavailable"
MAIR,GPS,Installed,Operable,Charleston,Missouri,N/A,36.84657607865366,-89.3567560454049,67.39111900012126,Other,Other,GPS,0,,,,,"Status Unavailable"
MAJK,GPS,Installed,Operable,Halley,,AntA,-81.66098,-21.87375,1452,Polar,Polar,GPS,0,,,,,"Status Unavailable"
MANA,GPS,Installed,Operable,Managua,,Coco,12.148940005107923,-86.24899282909672,71.02840856103514,COCONet,"NOTA, COCONet","GPS, Meteorological Stations",1,-1,-1,0,0,OK
MARG,GPS,Installed,Operable,Qaasuitsup,Greenland,Arct,77.18703753953244,-65.69463010740759,670.6722511462852,Polar,Polar,GPS,0,,,,,OK
MASW,GPS,Installed,Operable,Parkfield,CA,N/A,35.8325998507621,-120.44306455497639,713.7555097286896,PBO,"NOTA Affiliated, PBO",GPS,0,,,,,"Status Unavailable"
MAT2,GPS,Installed,Operable,"Lake Mathews Reservoir",CA,SW,33.856762937299486,-117.4367039163676,398.33208012891714,PBO,"NOTA, PBO",GPS,1,64,56,100,100,OK
MAUA,GPS,Installed,Operable,Maun,Ngamiland,noUS,-19.90219,23.52832,942,PI,PI,"GPS, Meteorological Stations",0,,,,,"Status Unavailable"
MAWY,GPS,Installed,Operable,"Mammoth Hot Springs",WY,East,44.973427030049095,-110.68930356385326,1824.2754989427447,PBO,"NOTA, PBO",GPS,1,61,91,99,100,OK
MBGP,GPS,Installed,Operable,"La Parguera",,N/A,17.93599,-66.936766,5.331,PI,PI,GPS,1,948,1890,93,100,OK
MCAR,GPS,Installed,Operable,"Phillips Mountains",Antarctica,AntA,-76.3222,-144.3035,965,Polar,Polar,"GPS, Meteorological Stations",0,,,,,OK
MCG2,GPS,Installed,Operable,"Mount Erebus",Antarctica,AntA,-77.5323,167.2452,3290.6,Polar,Polar,GPS,0,,,,,OK
MCMD,GPS,Installed,Operable,"McMurdo Station",Antarctica,AntA,-77.838348694,166.669326111,97.959,Polar,Polar,GPS,0,,,,,OK
MCRG,GPS,Installed,Operable,Antarctica,Antarctica,AntA,-73.6678,-94.64632,1334.8,Polar,Polar,"GPS, Meteorological Stations",0,,,,,OK
MCTY,GPS,Installed,Operable,Caruthersvile,Missouri,N/A,36.119621445238465,-89.70220432527623,51.68067746829512,PI,PI,GPS,0,,,,,OK
MDMT,GPS,Installed,Operable,Bly,OR,NW,42.41834072836407,-121.22160347740723,1710.5456053217135,PBO,"NOTA, PBO",GPS,1,1112,1112,100,100,OK
MDWD,GPS,Installed,Operable,Houston,Texas,N/A,29.77137895,-95.59521091,2.1406,PI,PI,GPS,0,,,,,OK
MECE,GPS,Installed,Operable,Barrancabermeja,,Coco,7.1072477567673005,-73.71201623019215,109.07399720306803,COCONet,"NOTA Affiliated, COCONet",GPS,0,,,,,"Status Unavailable"
MEPD,GPS,Installed,Operable,"South Houston",TX,N/A,29.658082,-95.239592,-12.7027,Other,Other,GPS,0,,,,,OK
MERC,GPS,Installed,Operable,"Nye County",Nevada,N/A,36.63251118183751,-115.97901832816433,1256.9414173617668,PI,PI,GPS,0,,,,,OK
MG07,GPS,Installed,Operable,,,AntA,-84.591028,-161.628395,77.7,Polar,Polar,GPS,0,,,,,"Status Unavailable"
MHMS,GPS,Installed,Operable,"Los Angeles",California,SW,33.93905740715414,-118.2441378994969,-2.4810313403108455,USGS,,GPS,1,-1,-1,100,100,OK
MIDA,GPS,Installed,Operable,Parkfield,CA,N/A,35.92191338626405,-120.45883343786767,570.719854987742,PBO,"NOTA Affiliated, PBO",GPS,0,,,,,"Status Unavailable"
MIG1,GPS,Installed,Operable,"San Miguel Island",CA,SW,34.03826255671945,-120.35139772601082,130.939793090001,PBO,"NOTA, PBO",GPS,1,-1,-1,0,0,OK
MIK2,GPS,Installed,Operable,Sermersooq,Greenland,Arct,68.14028110284329,-31.45182418615059,815.8680702258016,Polar,Polar,GPS,0,,,,,OK
MILK,GPS,Installed,Operable,Pasadena,California,SW,34.13683381645234,-118.12626119605594,243.35122217225413,USGS,,GPS,1,-1,-1,100,100,OK
MIN0,GPS,Installed,Operable,"Transantarctic Mountains",Antarctica,AntA,-78.6503,167.1637,677.9,Polar,Polar,GPS,0,,,,,OK
MINE,GPS,Installed,Operable,Carlin,NV,East,40.14836482712631,-116.09551478872282,2075.647524301725,PBO,"NOTA, PBO",GPS,0,,,,,OK
MIPR,GPS,Installed,Operable,Ponce,"Puerto Rico",noUS,17.88622425875095,-66.52696126968891,-38.11184679924043,COCONetRT,"NOTA Affiliated, COCONet","GPS, Meteorological Stations",0,,,,,"Status Unavailable"
MKLU,GPS,Installed,Inoperable,Malekhu,,noUS,27.8099,84.837,414.1,Other,Other,GPS,0,,,,,"Status Unavailable"
MLAN,GPS,Installed,Operable,"Kohala Coast",Hawaii,N/A,19.942376719,-155.863980353,31.05,PI,PI,GPS,1,64,65,100,100,OK
MLFP,GPS,Installed,Operable,Riverside,CA,SW,33.91840584349575,-117.31796326078444,472.99316499207384,PBO,"NOTA, PBO",GPS,1,109,104,100,100,OK
MMRP,GPS,Installed,Operable,,,AntA,-75.268532,-109.888828,555.5196,Polar,Polar,GPS,0,,,,,OK
MNMC,GPS,Installed,Operable,Parkfield,CA,N/A,35.96947235418261,-120.43405504699317,1061.9600135425994,PBO,"NOTA Affiliated, PBO",GPS,0,,,,,"Status Unavailable"
MOM0,GPS,Installed,Inoperable,"La Paz Centro",,noUS,12.406090273352946,-86.54089033342302,392.0747926694033,Other,Other,GPS,1,-1,-1,0,0,"Status Unavailable"
MOMI,GPS,Installed,Inoperable,Leon,,Coco,12.550732405656774,-86.49000827737814,72.46869,Other,Other,GPS,0,,,,,"Status Unavailable"
MOUT,GPS,Installed,Operable,Morgan,Utah,N/A,41.046217766897065,-111.66559671455701,1609.8020397427963,Other,Other,GPS,0,,,,,"Status Unavailable"
MPWD,GPS,Installed,Operable,Moorpark,CA,SW,34.29551426073291,-118.87802237227729,190.26534875043453,PBO,"NOTA, PBO",GPS,1,1150,1145,100,100,OK
MRC1,GPS,Installed,Operable,Stafford,VA,N/A,38.4991,-77.3706,28.054,Other,Other,"GPS, Meteorological Stations",0,,,,,"Status Unavailable"
MRDM,GPS,Installed,Operable,Azusa,California,SW,34.17522907,-117.88168725,328.0171,USGS,,GPS,0,,,,,"Status Unavailable"
MRHK,GPS,Installed,Operable,Katy,Texas,N/A,29.804143,-95.745145,19.9,PI,PI,GPS,0,,,,,OK
MRTP,GPS,Installed,Operable,Antarctica,Antarctica,AntA,-74.18046,-115.10202,64,Polar,Polar,"GPS, Meteorological Stations",0,,,,,OK
MSCG,GPS,Installed,Operable,"Desert Hot Springs",California,SW,34.03850249856277,-116.64796246779889,913.1073257110771,USGS,,GPS,1,-1,-1,100,100,OK
MSOB,GPS,Installed,Operable,"Lake Arrowhead",California,SW,34.23084559710013,-117.21012950340736,1733.1981825090031,USGS,,GPS,1,-1,-1,100,100,OK
MSVG,GPS,Installed,Operable,"NE Greenland National Park",Greenland,Arct,72.2408230071986,-23.912865100656745,88.17806501737388,Polar,Polar,GPS,0,,,,,OK
MTA1,GPS,Installed,Operable,"Los Angeles",California,SW,34.05522125944215,-118.24550742789356,72.64925267339407,USGS,,GPS,1,-1,-1,0,0,OK
MTAK,GPS,Installed,Operable,Antarctica,Antarctica,AntA,-76.31504,-112.80001,1328.8,Polar,Polar,"GPS, Meteorological Stations",0,,,,,OK
MTJN,GPS,Installed,Operable,Antarctica,Antarctica,AntA,-79.627,-91.2813,2161.8,Polar,Polar,GPS,0,,,,,"Status Unavailable"
MUSB,GPS,Installed,Operable,"Shaver Lake",CA,SW,37.16994120968919,-119.30935400104275,2042.5637493132153,PBO,"NOTA, PBO",GPS,1,20,57,99,100,OK
MZNT,GPS,Installed,Operable,Manzanita,OR,NW,45.70152852624739,-123.93086037349917,-12.46238111938024,PBO,"NOTA Affiliated, PBO",GPS,1,83,42,100,100,OK
NAIU,GPS,Installed,Operable,-,Utah,N/A,41.01567154708581,-112.22962898170735,1455.82705,Other,Other,GPS,0,,,,,"Status Unavailable"
NARA,GPS,Installed,Operable,"El Naranjo, La Libertad",,noUS,17.226761886452632,-90.81000185678784,73.40236127621638,COCONet,"NOTA Affiliated, COCONet","GPS, Meteorological Stations",0,,,,,"Status Unavailable"
NAST,GPS,Installed,Inoperable,"Khumaltar, Kathmandu",,noUS,27.6567,85.327729,1337,Other,Other,GPS,1,-1,-1,0,0,"Status Unavailable"
NAU2,GPS,Installed,Operable,"Mount Erebus",Antarctica,AntA,-77.52185,167.146769,3568.7,Polar,Polar,GPS,0,,,,,OK
NAYX,GPS,Installed,Operable,"Ejido Nayarit","Baja California",Mex,32.32428343032434,-115.2955148207177,-23.82725092041973,PI,PI,GPS,1,-1,-1,0,0,OK
NBWY,GPS,Installed,Operable,Gardiner,Wyoming,East,44.727353,-110.71141,2304.171,USGS,,GPS,0,,,,,OK
NCEG,GPS,Installed,Operable,Peshawar,NWFP,noUS,34.004064,71.487028,326,Other,Other,GPS,0,,,,,"Status Unavailable"
NCFW,GPS,Installed,Operable,Sparta,"North Carolina",N/A,36.51358,-81.09525,836.984,Other,Other,GPS,0,,,,,OK
NCHW,GPS,Installed,Operable,Sparta,"North Carolina",East,36.486592,-81.105409,879.263,Other,Other,GPS,0,,,,,OK
NDAP,GPS,Installed,Operable,Needles,CA,SW,34.767687154042534,-114.61863158603597,241.39523527095497,PBO,"NOTA, PBO",GPS,1,323,376,100,100,OK
NEAH,GPS,Installed,Operable,"Neah Bay",WA,NW,48.297854706759125,-124.62490691960807,459.9289569633381,PBO,"NOTA, PBO",GPS,1,75,185,82,72,"Status Unavailable"
NEWS,GPS,Installed,Operable,Austin,NV,East,39.68561565944682,-117.5089387800054,1770.2981867405517,PBO,"NOTA, PBO",GPS,1,1079,1078,0,0,OK
NGNE,GPS,Installed,Operable,,,AK,55.25807610880588,-159.90282022206208,112.09046966862628,PI,PI,GPS,0,,,,,"Status Unavailable"
NGSW,GPS,Installed,Operable,,,AK,54.87660824266961,-160.22441106194728,258.2714288821764,PI,PI,GPS,0,,,,,"Status Unavailable"
NHRG,GPS,Installed,Operable,Ojai,CA,SW,34.49865958766406,-119.1412651105253,1648.768274493862,PBO,"NOTA, PBO",GPS,1,1410,1132,99,100,OK
NMKM,GPS,Installed,Operable,"New Markham",Tennessee,N/A,36.45445306113773,-89.40039026411046,60.022275143481124,Other,Other,GPS,0,,,,,"Status Unavailable"
NNVN,GPS,Installed,Operable,Kujalleq,Greenland,Arct,61.63187701560113,-44.90106897355673,2134.660006804933,Polar,Polar,GPS,0,,,,,OK
NOCO,GPS,Installed,Operable,Norco,California,SW,33.91971094605104,-117.56958606048497,186.82023377781655,USGS,,GPS,1,-1,-1,100,100,OK
NOMI,GPS,Installed,Operable,Thera,Santorini,noUS,36.4216939477,25.4286381201,315.932,Other,Other,GPS,0,,,,,"Status Unavailable"
NOMT,GPS,Installed,Operable,Norris,MT,N/A,45.59691825872356,-111.62982373289844,1578.0541347580581,Other,Other,GPS,0,,,,,"Status Unavailable"
NOPK,GPS,Installed,Operable,Inglewood,California,SW,33.979738859475816,-118.34801726437107,33.14378451011589,USGS,,GPS,1,-1,-1,100,100,OK
NOSE,GPS,Installed,Operable,Reedsport,OR,NW,43.91190297959121,-123.73872301426107,849.0158704939291,PBO,"NOTA Affiliated, PBO",GPS,1,-1,-1,100,100,OK
NPGJ,GPS,Installed,Inoperable,Nepalganj,,noUS,28.117173324,81.595301715,87.8,Other,Other,GPS,0,,,,,"Status Unavailable"
